id_cliente,monto,pais,fecha_hora,fraude_real,pais_habitual,media_cliente,desviacion_cliente,z_score,hora,flag_nocturno,flag_pais_distinto,score_riesgo,fraude_predicho
404,4545.083844714264,Uruguay,2026-02-13 16:50:37.707443,0,Argentina,4355.8503853194115,501.21120671318437,0.37755233095404533,16,0,1,30,0
326,4068.104310948293,Uruguay,2026-02-03 20:28:37.708202,0,Argentina,3738.0163244757455,379.43814623715946,0.8699388549780477,20,0,1,30,0
158,1773.616518912771,Argentina,2026-02-02 19:42:37.708688,0,Argentina,1077.1560342920206,526.6979258710805,1.3223148419825417,19,0,0,0,0
51,4322.787223828057,Brasil,2026-02-03 21:27:37.709133,0,Brasil,3503.888419960245,720.8153943477064,1.1360728562253657,21,0,0,0,0
165,1431.9879252570129,Uruguay,2026-02-19 07:26:37.709601,0,Chile,1214.857256479812,570.494126751538,0.38060105896894864,7,0,1,30,0
385,1742.379858436062,Brasil,2026-02-10 03:49:37.710053,0,Argentina,2249.533404931794,258.05616943639365,-1.9652835566899185,3,1,1,50,0
84,4916.855278531842,Brasil,2026-02-09 19:00:37.710511,0,Uruguay,4693.703644296761,522.9996442555039,0.4266764551106713,19,0,1,30,0
146,2553.7672706839357,Chile,2026-01-29 19:04:37.710959,0,Uruguay,2591.6091791958474,444.4429539354975,-0.08514457969650642,19,0,1,30,0
386,1679.5027000858624,Argentina,2026-02-11 02:26:37.711413,0,Uruguay,2418.083286821539,1695.0784725256672,-0.43572058680869874,2,1,1,50,0
2,3294.143816346188,Uruguay,2026-02-13 16:50:37.711845,0,Brasil,3972.400426579677,2551.595333895504,-0.2658166838696946,16,0,1,30,0
250,5266.986843036513,Uruguay,2026-01-26 18:40:37.712274,0,Uruguay,4733.829786856784,675.4335937259477,0.7893552543613244,18,0,0,0,0
312,2273.8080485731575,Argentina,2026-02-12 06:55:37.712717,0,Brasil,2398.7093867374665,1181.674022099772,-0.10569864093514211,6,1,1,50,0
227,1400.0150803624322,Brasil,2026-01-26 17:14:37.713147,0,Uruguay,1664.3656019828127,240.88166952144786,-1.097428966452937,17,0,1,30,0
185,2715.6566273166463,Argentina,2026-02-10 22:42:37.713590,0,Chile,3064.4175295567866,286.89730685867806,-1.2156297528855347,22,0,1,30,0
37,3750.545369504558,Brasil,2026-02-11 20:17:37.714017,0,Brasil,4292.2388229286,3077.1895936315973,-0.1760351245646691,20,0,0,0,0
54,2654.7766492756664,Brasil,2026-01-27 09:33:37.714465,0,Brasil,2761.7733028362973,361.35962061875335,-0.2960946587707318,9,0,0,0,0
343,4208.548072692113,Brasil,2026-02-15 12:36:37.714893,0,Brasil,3621.2313639179406,313.76290624185094,1.8718487657093037,12,0,0,0,0
20,843.8011270980953,Argentina,2026-01-29 13:17:37.715344,0,Chile,1413.8957821242684,1262.8105779091918,-0.4514490652826701,13,0,1,30,0
194,4602.907832900636,Argentina,2026-02-06 10:13:37.715784,1,Argentina,1570.57711573589,966.5588933416409,3.137243615524766,10,0,0,50,0
123,4763.910029116656,Chile,2026-02-21 01:13:37.716226,0,Uruguay,4518.758170512614,631.5645931263259,0.38816593151701045,1,1,1,50,0
486,2883.9488371509765,Chile,2026-02-06 11:23:37.716776,0,Brasil,3027.610592774271,606.1537194483218,-0.2370054839456323,11,0,1,30,0
496,15709.010631282017,Chile,2026-02-19 10:26:37.717465,1,Brasil,4678.875040357902,3720.0277285936054,2.965068111224582,10,0,1,80,1
299,3782.580977121075,Chile,2026-02-03 11:35:37.717981,0,Chile,3982.147713467796,662.8564229851373,-0.3010708343867035,11,0,0,0,0
64,1341.4148920252842,Argentina,2026-01-26 09:59:37.718447,0,Uruguay,1777.309107812334,478.124623440016,-0.9116748948231816,9,0,1,30,0
454,1544.5766293282973,Brasil,2026-02-17 10:27:37.718906,1,Argentina,1186.6718583035997,460.68692354758986,0.7768937053142236,10,0,1,30,0
484,2105.4962322009915,Chile,2026-02-12 06:42:37.719361,0,Uruguay,2208.246185736006,1222.3857537893284,-0.08405689711001225,6,1,1,50,0
193,2998.950943569869,Uruguay,2026-02-21 18:51:37.719804,0,Argentina,3453.5600653409206,379.5383709995849,-1.1977948911298577,18,0,1,30,0
412,3563.163354383169,Brasil,2026-01-30 09:21:37.720281,0,Argentina,5207.86949397952,4155.464539220253,-0.39579356870290355,9,0,1,30,0
321,5045.89685212609,Chile,2026-02-03 05:12:37.720763,0,Chile,6468.793226513666,5115.703039109393,-0.2781428795826451,5,1,0,20,0
204,2023.5104541275975,Uruguay,2026-02-15 14:43:37.721237,0,Chile,1932.022353299565,314.27848904214983,0.2911051949717195,14,0,1,30,0
214,2289.6886549164083,Uruguay,2026-02-13 10:37:37.721699,0,Chile,3812.0218079353285,2859.2164662355544,-0.532430185330887,10,0,1,30,0
427,5140.963041424107,Chile,2026-02-23 23:07:37.722141,0,Chile,4803.4253958573445,299.59590109169807,1.126643069337093,23,0,0,0,0
339,3313.59839640407,Brasil,2026-02-25 06:16:37.722594,0,Argentina,3904.646409984908,2598.015959174604,-0.22749976246051057,6,1,1,50,0
366,2861.31414601175,Brasil,2026-02-02 05:16:37.723038,0,Argentina,3950.864121100964,555.7365076234148,-1.960551376674229,5,1,1,50,0
456,4350.721887339261,Argentina,2026-01-28 18:06:37.723491,0,Argentina,4981.483882616823,3054.581621341683,-0.2064970177488689,18,0,0,0,0
326,4334.707320387915,Brasil,2026-02-02 17:40:37.723921,0,Argentina,3738.0163244757455,379.43814623715946,1.5725645980233662,17,0,1,30,0
343,3478.672987713294,Brasil,2026-02-01 15:14:37.724357,0,Brasil,3621.2313639179406,313.76290624185094,-0.45435063663886893,15,0,0,0,0
60,2122.779862662272,Uruguay,2026-02-25 01:04:37.724787,0,Chile,3613.5040939829505,3041.963031752765,-0.4900533687491035,1,1,1,50,0
173,1909.2777497502934,Brasil,2026-02-17 17:29:37.725222,0,Uruguay,1386.2033835058457,477.9502126699458,1.094411828634676,17,0,1,30,0
8,999.9531285335759,Chile,2026-02-08 19:58:37.725701,0,Uruguay,992.868097878532,339.97260617919153,0.020840004536452267,19,0,1,30,0
315,5446.17708187628,Uruguay,2026-02-23 23:44:37.726132,0,Chile,6117.65184409139,4493.804723695635,-0.14942232773810862,23,0,1,30,0
244,2607.886480731824,Brasil,2026-02-20 00:29:37.726567,0,Uruguay,2193.9600670628693,485.35034998060723,0.8528404557357253,0,1,1,50,0
170,2201.926569148124,Argentina,2026-02-16 05:43:37.726991,0,Chile,2861.431762865713,346.0376374112275,-1.905877056182302,5,1,1,50,0
15,2262.8466703670438,Brasil,2026-02-04 14:37:37.727426,0,Brasil,1436.7081089264375,615.6088917912416,1.3419860766415914,14,0,0,0,0
342,3479.873686024206,Uruguay,2026-02-08 03:11:37.727843,0,Uruguay,3373.7888324724595,447.72217117138774,0.23694348947293345,3,1,0,20,0
91,2773.0286842144847,Argentina,2026-02-21 12:10:37.728261,0,Chile,3371.9565056319107,3236.2682327722787,-0.18506742282742353,12,0,1,30,0
388,2706.2925801968922,Brasil,2026-02-11 02:05:37.728695,0,Argentina,2500.1350825839713,385.3260630932688,0.5350209014099837,2,1,1,50,0
357,4682.203953845574,Chile,2026-02-24 18:22:37.729111,0,Brasil,4816.738477684461,570.6692319861265,-0.23574868995593212,18,0,1,30,0
400,4402.659041282397,Uruguay,2026-02-05 20:12:37.729556,0,Argentina,3878.6277222832914,655.7561443340578,0.799125289983027,20,0,1,30,0
127,4278.678794583586,Chile,2026-02-11 02:55:37.729965,0,Uruguay,4200.815717472433,508.4092002646929,0.15315040929750118,2,1,1,50,0
18,5296.388898883571,Brasil,2026-02-21 16:17:37.730396,0,Chile,6382.436907829966,4902.249093265551,-0.22154076389923766,16,0,1,30,0
216,1214.9100508158645,Chile,2026-02-23 21:30:37.730802,0,Argentina,1095.5854618432716,386.5088591262311,0.3087240723080614,21,0,1,30,0
113,2865.9375173148746,Brasil,2026-02-01 11:12:37.731233,0,Chile,2817.50698677165,650.4317591089131,0.07445904949286906,11,0,1,30,0
231,3609.1341944483015,Chile,2026-02-15 08:17:37.731665,0,Argentina,4441.778977455784,2339.4813276364553,-0.35590999302768184,8,0,1,30,0
29,4306.593855009766,Argentina,2026-02-06 19:33:37.732077,0,Chile,3684.9909326956104,541.0709827996645,1.1488380306365622,19,0,1,30,0
24,3617.768865639326,Chile,2026-02-08 19:47:37.732528,0,Brasil,2916.167843608739,422.2359495396168,1.6616326080135402,19,0,1,30,0
260,1644.4589565290112,Brasil,2026-02-01 20:19:37.732970,0,Uruguay,2668.4709914344107,3573.2715847216837,-0.2865754842939424,20,0,1,30,0
490,5053.349338493732,Uruguay,2026-02-13 03:06:37.733420,0,Argentina,4479.670410912264,513.1816268349943,1.117886723886796,3,1,1,50,0
468,1670.909723308937,Chile,2026-02-17 05:13:37.733957,0,Brasil,2656.4732536839424,3269.7953224868193,-0.301414441325166,5,1,1,50,0
2,3798.0981099137957,Brasil,2026-01-28 00:03:37.734487,0,Brasil,3972.400426579677,2551.595333895504,-0.06831111279693991,0,1,0,20,0
223,2160.109877522354,Uruguay,2026-02-22 13:50:37.734977,0,Chile,2775.7772691701953,1762.8860079981746,-0.3492383448813888,13,0,1,30,0
279,4006.8698124155144,Argentina,2026-01-26 14:30:37.735416,0,Argentina,3919.3888958757384,2168.892999743892,0.04033436252968955,14,0,0,0,0
35,1980.2405056186271,Brasil,2026-02-14 16:20:37.735858,0,Chile,1475.3348405723661,455.30372220453233,1.1089425375254156,16,0,1,30,0
298,3429.332475009224,Argentina,2026-02-19 18:05:37.736317,0,Uruguay,5102.023819792957,3707.792878923971,-0.45112858226027996,18,0,1,30,0
435,906.7743973137452,Chile,2026-02-07 20:01:37.736762,0,Chile,1489.79907935995,924.6401153142771,-0.6305422751943222,20,0,0,0,0
431,2758.558027216759,Chile,2026-02-21 05:16:37.737203,0,Chile,3401.3778701431766,2040.2398146285536,-0.31507072762593324,5,1,0,20,0
16,3416.883562589647,Argentina,2026-02-19 22:16:37.737649,0,Brasil,2908.845070895026,660.0813224738853,0.7696604560640645,22,0,1,30,0
306,2183.7937473857432,Brasil,2026-02-20 19:21:37.738091,0,Argentina,1968.2306717992262,566.9340374253807,0.38022602517473514,19,0,1,30,0
282,3755.9181805441235,Chile,2026-02-23 23:40:37.738535,0,Argentina,3588.6658199381695,453.0535197794725,0.3691668937642631,23,0,1,30,0
476,1344.611870432724,Uruguay,2026-02-15 01:38:37.738977,0,Chile,2751.7859593363046,2109.6762804068535,-0.6670094848069323,1,1,1,50,0
331,3168.5060370372526,Argentina,2026-02-07 16:07:37.739427,0,Argentina,4743.310978519664,4091.333192704178,-0.38491241541770876,16,0,0,0,0
79,3975.703377537461,Argentina,2026-02-20 23:01:37.739863,0,Brasil,5878.975129333072,3642.2479742383407,-0.5225541383391445,23,0,1,30,0
71,12145.52056977302,Chile,2026-02-06 08:27:37.740290,1,Uruguay,4151.393564330528,3048.1466057526554,2.622618935177025,8,0,1,80,1
473,2333.8702926792193,Uruguay,2026-02-13 07:38:37.740753,0,Uruguay,2053.1246817358706,375.44508687123414,0.7477674385965148,7,0,0,0,0
413,1002.5834588175812,Argentina,2026-02-21 19:04:37.741178,0,Chile,1779.9901957497007,1639.9064028841913,-0.474055553149163,19,0,1,30,0
148,2152.2113894148806,Uruguay,2026-02-13 21:13:37.741618,0,Uruguay,3330.6634672986524,2288.041448936088,-0.5150483958372949,21,0,0,0,0
41,1145.6556037162604,Brasil,2026-02-07 05:05:37.742039,0,Argentina,1708.6671646807501,450.74493507236923,-1.24906907911033,5,1,1,50,0
87,3727.6438425805723,Argentina,2026-02-09 08:16:37.742462,0,Argentina,4667.614145522658,2452.311993364875,-0.38329963947708395,8,0,0,0,0
213,3384.203469858333,Uruguay,2026-01-31 20:26:37.742876,0,Argentina,3903.6156792420375,2313.7326651901417,-0.22449102145559216,20,0,1,30,0
327,1761.2612185069268,Argentina,2026-02-24 05:21:37.743292,0,Argentina,2264.986987860704,1582.986338796443,-0.3182123288169145,5,1,0,20,0
28,4809.651960439648,Argentina,2026-02-01 21:42:37.743709,0,Brasil,6850.485632719299,5682.510729971148,-0.35914295093465015,21,0,1,30,0
204,2278.925324108866,Brasil,2026-02-24 00:10:37.744126,0,Chile,1932.022353299565,314.27848904214983,1.1038075557337157,0,1,1,50,0
254,2887.7606302214344,Chile,2026-02-09 10:59:37.744549,0,Chile,3319.307918536975,330.9202300563381,-1.3040825223712411,10,0,0,0,0
452,3434.625317750893,Brasil,2026-02-10 21:10:37.744967,0,Uruguay,3556.242705125359,2868.187215201915,-0.04240217888493182,21,0,1,30,0
143,1834.4558886435861,Uruguay,2026-02-19 04:59:37.745420,0,Argentina,3103.9169366992282,765.3009020500585,-1.658773751154688,4,1,1,50,0
440,3756.282349310735,Uruguay,2026-02-15 07:53:37.745844,0,Chile,4066.6386407980867,587.800794985514,-0.5279956987724054,7,0,1,30,0
199,1850.2990275515153,Brasil,2026-02-18 18:05:37.746249,0,Argentina,1407.1253985109151,651.9148333811681,0.6798029533122787,18,0,1,30,0
88,1623.76006895953,Brasil,2026-02-13 16:53:37.746688,0,Chile,1326.028871481321,483.43369695355614,0.6158676967584497,16,0,1,30,0
250,4426.025656217738,Argentina,2026-02-22 11:48:37.747093,0,Uruguay,4733.829786856784,675.4335937259477,-0.45571338692391905,11,0,1,30,0
411,1465.871837011184,Argentina,2026-02-14 23:57:37.747519,0,Argentina,1753.3974783217427,661.92626286071,-0.43437714658417037,23,0,0,0,0
350,2423.7399306363423,Argentina,2026-02-05 16:15:37.747926,0,Uruguay,4774.131595464489,3080.6933778555945,-0.7629424212494021,16,0,1,30,0
411,1476.4656311581923,Uruguay,2026-02-23 15:17:37.748353,0,Argentina,1753.3974783217427,661.92626286071,-0.41837265372536747,15,0,1,30,0
303,3474.9072681448542,Chile,2026-02-20 11:49:37.748756,0,Argentina,3688.173236787787,337.17559579472726,-0.6325071307140786,11,0,1,30,0
403,2222.5593699504616,Argentina,2026-02-05 21:04:37.749192,0,Argentina,2467.708041328126,514.6238169283195,-0.4763647995168683,21,0,0,0,0
292,3342.8373638036273,Chile,2026-02-22 23:08:37.749688,0,Uruguay,3573.414920833302,616.2440436085265,-0.37416598086609776,23,0,1,30,0
244,1957.5957043732014,Chile,2026-02-13 07:48:37.750206,0,Uruguay,2193.9600670628693,485.35034998060723,-0.48699740857117346,7,0,1,30,0
371,3005.8562090689375,Brasil,2026-01-30 04:26:37.750771,0,Uruguay,3601.659523781528,2208.4776000425218,-0.26978010313580686,4,1,1,50,0
203,3446.2919495244823,Chile,2026-02-03 01:02:37.751218,0,Argentina,3855.508289248611,383.36380676393674,-1.0674360294426837,1,1,1,50,0
218,3761.5800025669687,Uruguay,2026-02-22 05:19:37.751678,0,Uruguay,4200.958726562242,331.001054420563,-1.3274239405805883,5,1,0,20,0
119,2868.7695635494997,Brasil,2026-02-22 03:59:37.752123,0,Uruguay,2361.3520521404334,309.1480889382943,1.641341252186574,3,1,1,50,0
279,4417.993432037152,Argentina,2026-01-29 17:16:37.752570,0,Argentina,3919.3888958757384,2168.892999743892,0.22988895082435612,17,0,0,0,0
426,924.3392453270687,Brasil,2026-02-06 03:34:37.753009,0,Argentina,1357.5908443764602,405.8372149229221,-1.0675501977601436,3,1,1,50,0
324,584.2483200450278,Argentina,2026-02-12 09:28:37.753450,0,Brasil,1130.5574919698734,426.6653157383311,-1.2804161758015753,9,0,1,30,0
197,1789.2869366334392,Brasil,2026-02-21 06:37:37.753889,0,Chile,1867.1229350578876,479.48241887378214,-0.16233337315531027,6,1,1,50,0
441,15272.593366979876,Argentina,2026-02-19 04:45:37.754333,1,Brasil,4876.185311388228,2717.6764507958947,3.8254767422910008,4,1,1,100,1
257,2600.4400645496244,Uruguay,2026-02-24 05:17:37.754772,0,Chile,2477.24265163811,607.0450638533214,0.20294607476008086,5,1,1,50,0
82,4140.4576911307995,Chile,2026-01-29 21:59:37.755209,0,Uruguay,3897.4975994238057,391.7749485324337,0.6201521884365201,21,0,1,30,0
202,3028.2892118030736,Brasil,2026-01-28 23:26:37.755729,0,Argentina,4065.5349338723154,3055.268050073936,-0.33949418023866706,23,0,1,30,0
214,1156.7839126794554,Argentina,2026-01-29 12:54:37.756146,0,Chile,3812.0218079353285,2859.2164662355544,-0.9286592766275441,12,0,1,30,0
409,996.7572976095755,Brasil,2026-02-13 21:13:37.756570,0,Argentina,1294.0253660791195,542.210490252633,-0.5482521526483883,21,0,1,30,0
231,11691.640177199457,Brasil,2026-02-15 18:28:37.756982,1,Argentina,4441.778977455784,2339.4813276364553,3.0989181722036245,18,0,1,80,1
354,3278.1062078022937,Brasil,2026-02-04 00:59:37.757404,0,Chile,3593.715863771739,345.51689506875545,-0.9134420356105627,0,1,1,50,0
225,391.75639524710505,Uruguay,2026-02-19 08:47:37.757817,0,Argentina,1980.1312879111858,2103.666029590738,-0.7550508827549468,8,0,1,30,0
109,4011.6848266713896,Brasil,2026-02-03 14:16:37.758231,0,Chile,4300.180882093249,679.0071330339284,-0.4248792706091412,14,0,1,30,0
174,1908.1958101968428,Chile,2026-02-22 09:56:37.758652,0,Brasil,1995.1814878082992,625.3353519494067,-0.13910244693553486,9,0,1,30,0
330,1517.337196841689,Chile,2026-02-24 06:49:37.759078,0,Brasil,1863.3772089786037,1421.050472590223,-0.24351000813234264,6,1,1,50,0
452,2243.8503667193468,Uruguay,2026-02-03 09:37:37.759505,0,Uruguay,3556.242705125359,2868.187215201915,-0.45756857552745983,9,0,0,0,0
256,1573.800995104426,Argentina,2026-02-12 06:12:37.759916,0,Argentina,1671.1747798199488,493.96541307125693,-0.19712672616104024,6,1,0,20,0
263,4427.508906543582,Argentina,2026-02-05 11:36:37.760332,0,Uruguay,5982.791463859176,4219.044772314858,-0.36863381197594125,11,0,1,30,0
197,1458.4241583199025,Argentina,2026-01-28 11:31:37.760744,0,Chile,1867.1229350578876,479.48241887378214,-0.8523748956175389,11,0,1,30,0
371,3138.1295029917474,Brasil,2026-01-28 02:30:37.761150,0,Uruguay,3601.659523781528,2208.4776000425218,-0.20988667522860818,2,1,1,50,0
422,4445.385263888995,Brasil,2026-01-30 10:10:37.761578,0,Argentina,3595.628907572081,575.7968619949245,1.47579191969338,10,0,1,30,0
274,3015.0368352775777,Uruguay,2026-02-02 10:42:37.761980,0,Uruguay,2584.59363638689,370.9385831433594,1.160416355837352,10,0,0,0,0
208,4999.985498979438,Brasil,2026-02-05 23:04:37.762411,0,Brasil,4389.5963908471695,524.5416240421574,1.1636619100474115,23,0,0,0,0
314,5013.868966329098,Chile,2026-02-08 08:13:37.762814,0,Uruguay,4903.300097099508,217.5211538102636,0.5083131791680149,8,0,1,30,0
489,2400.478705386908,Argentina,2026-02-09 15:13:37.763227,0,Brasil,1848.1110968224189,643.8715052633908,0.8578848482175497,15,0,1,30,0
486,3134.3625869679145,Argentina,2026-02-08 17:41:37.763654,0,Brasil,3027.610592774271,606.1537194483218,0.17611373281813983,17,0,1,30,0
12,3535.6103318644937,Uruguay,2026-01-26 14:43:37.764058,0,Argentina,3513.376831711492,346.61254299360496,0.06414511131356274,14,0,1,30,0
283,1436.3624996729502,Argentina,2026-02-16 18:24:37.764485,0,Chile,2920.41736889717,2973.0572391448773,-0.49916794392127806,18,0,1,30,0
230,4282.63716541804,Chile,2026-02-17 17:13:37.764891,0,Brasil,4047.967837077544,568.4901390021257,0.41279401741675353,17,0,1,30,0
453,4342.291086874255,Chile,2026-02-02 02:07:37.765296,0,Brasil,4748.518344106241,496.88797478424254,-0.8175429429709526,2,1,1,50,0
262,3632.960517259241,Chile,2026-02-17 23:05:37.765731,0,Chile,3568.94062399495,361.30818044172355,0.17718916074920443,23,0,0,0,0
235,4238.350261033701,Argentina,2026-02-25 06:01:37.766183,0,Chile,3607.1874775108804,439.835918214166,1.4349960005210243,6,1,1,50,0
474,4328.649520641114,Argentina,2026-02-17 12:37:37.766715,0,Chile,4572.906195759924,216.43129717433484,-1.1285644835463073,12,0,1,30,0
336,3438.8407212852053,Brasil,2026-02-05 18:27:37.767134,0,Chile,3121.464352829477,444.2687188396133,0.7143792821711252,18,0,1,30,0
129,3444.9147583534004,Chile,2026-02-17 08:57:37.767556,0,Uruguay,4427.605231862851,3871.742746440317,-0.2538108903059059,8,0,1,30,0
359,1581.5892525008667,Brasil,2026-02-04 11:35:37.767984,0,Brasil,1744.8710614740173,552.2292023035608,-0.29567760685606503,11,0,0,0,0
399,1741.394036821227,Chile,2026-02-14 05:06:37.768419,0,Argentina,4029.444686267902,3663.3085086512438,-0.624585847477282,5,1,1,50,0
88,893.760839414688,Uruguay,2026-02-10 12:57:37.768845,0,Chile,1326.028871481321,483.43369695355614,-0.8941619808272514,12,0,1,30,0
489,1180.1240386838112,Brasil,2026-01-29 03:39:37.769272,0,Brasil,1848.1110968224189,643.8715052633908,-1.0374539837189283,3,1,0,20,0
389,3567.35595961529,Argentina,2026-01-31 08:19:37.769704,0,Chile,4328.120964627214,532.7541079818882,-1.4279852442504057,8,0,1,30,0
222,3422.131505293553,Brasil,2026-02-03 10:50:37.770131,0,Chile,3218.4357562193354,377.2487042849538,0.5399508249082187,10,0,1,30,0
459,1434.7445178831708,Uruguay,2026-01-29 01:18:37.770569,0,Uruguay,3069.4485189152315,1845.3993537360686,-0.8858266898828979,1,1,0,20,0
195,1958.0325251671575,Brasil,2026-02-01 17:51:37.770996,0,Argentina,2131.8248837506103,2148.590295410412,-0.08088669066163492,17,0,1,30,0
68,2342.908629135355,Uruguay,2026-02-09 03:11:37.771540,0,Brasil,2721.6129407854596,235.884784969671,-1.6054630725707748,3,1,1,50,0
217,1571.4731640184705,Brasil,2026-01-26 15:06:37.772075,0,Brasil,2259.44668815535,1715.4610160222007,-0.40104293697804205,15,0,0,0,0
33,650.5889078966707,Brasil,2026-02-01 09:32:37.772500,0,Uruguay,1058.5714166476926,1286.9854711503117,-0.31700630496346305,9,0,1,30,0
224,1165.4577925159344,Brasil,2026-02-20 22:47:37.772921,0,Chile,1203.1313923774783,331.51963532590986,-0.11363912072510494,22,0,1,30,0
90,3161.955183475284,Chile,2026-02-19 22:14:37.773347,0,Uruguay,4398.904741601102,3674.228361247289,-0.33665560126097094,22,0,1,30,0
421,4342.462486272213,Chile,2026-01-29 15:10:37.773770,0,Chile,5354.291195885792,3438.6380194872577,-0.29425275468932754,15,0,0,0,0
58,2542.23593951412,Brasil,2026-02-07 10:08:37.774186,0,Brasil,2012.0125827049135,1414.153562865647,0.37494043838828917,10,0,0,0,0
441,4006.5584887289256,Uruguay,2026-02-06 02:26:37.774608,0,Brasil,4876.185311388228,2717.6764507958947,-0.3199890930374088,2,1,1,50,0
